order_id,customer_id,product_id,quantity,price,order_date,status
ORD_00380,CUST_0157,PROD_019,16,104.09,2026-02-17,pending
ORD_00381,CUST_0019,PROD_029,6,449.85,2025-11-02,refunded
ORD_00382,CUST_0023,PROD_044,11,335.58,2025-06-28,completed
ORD_00383,CUST_0141,PROD_035,10,446.21,2025-12-23,pending
ORD_00384,CUST_0183,PROD_046,6,397.88,2025-08-30,pending
ORD_00385,CUST_0032,PROD_013,5,122.18,2025-06-05,refunded
ORD_00386,CUST_0007,PROD_024,18,288.28,2025-07-14,refunded
ORD_00387,CUST_0142,PROD_009,20,442.7,2025-12-14,completed
ORD_00388,CUST_0080,PROD_026,16,265.22,2026-04-12,refunded
ORD_00389,CUST_0148,PROD_005,5,486.33,2025-09-26,completed
ORD_00390,CUST_0116,PROD_030,17,175.53,2025-06-01,pending
ORD_00391,CUST_0197,PROD_009,14,253.92,2025-11-03,completed
ORD_00392,CUST_0032,PROD_034,5,155.54,2025-10-16,pending
ORD_00393,CUST_0083,PROD_046,8,176.28,2025-05-21,cancelled
ORD_00394,CUST_0021,PROD_017,7,319.35,2025-11-09,cancelled
ORD_00395,CUST_0033,PROD_041,10,309.14,2025-12-20,completed
ORD_00396,CUST_0129,PROD_042,6,297.95,2025-07-20,pending
ORD_00397,CUST_0044,PROD_043,20,361.71,2025-08-04,cancelled
ORD_00398,CUST_0145,PROD_003,1,45.21,2025-10-22,cancelled
ORD_00399,CUST_0167,PROD_014,19,211.21,2026-04-08,completed
ORD_00400,CUST_0128,PROD_041,18,148.39,2025-11-21,cancelled
ORD_00401,CUST_0124,PROD_016,13,152.23,2025-11-25,completed
ORD_00402,CUST_0177,PROD_004,6,222.6,2025-05-09,refunded
ORD_00403,CUST_0119,PROD_014,11,305.3,2026-03-23,cancelled
ORD_00404,CUST_0184,PROD_021,12,487.81,2025-08-12,pending
ORD_00405,CUST_0195,PROD_024,17,283.02,2025-10-10,cancelled
ORD_00406,CUST_0062,PROD_030,4,137.4,2025-08-31,pending
ORD_00407,CUST_0037,PROD_007,2,148.65,2026-03-20,refunded
ORD_00408,CUST_0158,PROD_027,8,481.53,2026-01-21,pending
ORD_00409,CUST_0084,PROD_037,11,98.97,2025-09-03,pending
ORD_00410,CUST_0128,PROD_033,15,251.89,2025-06-13,cancelled
ORD_00411,CUST_0128,PROD_002,3,472.89,2025-12-11,refunded
ORD_00412,CUST_0062,PROD_014,19,179.68,2026-04-24,completed
ORD_00413,CUST_0073,PROD_032,20,441.76,2025-10-17,refunded
ORD_00414,CUST_0074,PROD_035,1,424.35,2025-07-21,refunded
ORD_00415,CUST_0035,PROD_017,12,383.11,2025-12-19,cancelled
ORD_00416,CUST_0012,PROD_026,2,287.29,2025-05-11,pending
ORD_00417,CUST_0093,PROD_036,10,41.4,2025-08-31,refunded
ORD_00418,CUST_0196,PROD_036,9,413.53,2025-05-27,completed
ORD_00419,CUST_0033,PROD_007,13,189.73,2025-08-27,cancelled
ORD_00420,CUST_0143,PROD_024,5,103.53,2025-11-02,refunded
ORD_00421,CUST_0129,PROD_003,2,24.26,2026-03-15,cancelled
ORD_00422,CUST_0122,PROD_034,15,78.73,2025-06-16,pending
ORD_00423,CUST_0084,PROD_040,11,85.44,2025-05-10,cancelled
ORD_00424,CUST_0152,PROD_022,17,415.0,2025-06-20,refunded
ORD_00425,CUST_0182,PROD_037,10,240.07,2025-05-12,completed
ORD_00426,CUST_0095,PROD_022,4,490.05,2025-06-22,cancelled
ORD_00427,CUST_0186,PROD_045,1,300.47,2025-11-22,cancelled
ORD_00428,CUST_0168,PROD_050,19,290.93,2025-06-25,completed
ORD_00429,CUST_0150,PROD_031,6,264.5,2025-12-04,refunded
ORD_00430,CUST_0038,PROD_044,8,20.63,2026-04-25,completed
ORD_00431,CUST_0049,PROD_002,15,160.28,2025-08-27,pending
ORD_00432,CUST_0106,PROD_045,7,208.14,2026-03-05,refunded
ORD_00433,CUST_0189,PROD_047,2,354.36,2025-09-01,pending
ORD_00434,CUST_0144,PROD_021,16,265.11,2025-09-02,cancelled
ORD_00435,CUST_0045,PROD_030,18,174.45,2025-11-17,cancelled
ORD_00436,CUST_0174,PROD_050,9,306.99,2026-04-05,pending
ORD_00437,CUST_0064,PROD_018,18,152.76,2025-12-09,cancelled
ORD_00438,CUST_0198,PROD_019,7,346.67,2026-03-03,refunded
ORD_00439,CUST_0082,PROD_031,12,282.44,2025-05-17,cancelled
ORD_00440,CUST_0074,PROD_008,19,339.93,2025-07-14,refunded
ORD_00441,CUST_0102,PROD_023,5,148.77,2026-02-27,cancelled
ORD_00442,CUST_0183,PROD_006,12,462.38,2025-11-15,cancelled
ORD_00443,CUST_0192,PROD_031,7,105.02,2026-04-02,cancelled
ORD_00444,CUST_0144,PROD_045,9,72.95,2025-10-02,pending
ORD_00445,CUST_0063,PROD_004,17,116.71,2025-07-25,pending
ORD_00446,CUST_0014,PROD_007,14,168.5,2025-10-26,refunded
ORD_00447,CUST_0026,PROD_044,5,7.56,2025-09-10,pending
ORD_00448,CUST_0105,PROD_042,16,241.34,2026-04-02,pending
ORD_00449,CUST_0194,PROD_019,11,146.28,2025-12-20,completed
ORD_00450,CUST_0197,PROD_006,19,119.95,2025-12-06,completed
ORD_00451,CUST_0045,PROD_027,6,467.29,2025-07-16,completed
ORD_00452,CUST_0102,PROD_032,6,468.62,2026-04-20,cancelled
ORD_00453,CUST_0010,PROD_001,10,286.14,2025-06-28,completed
ORD_00454,CUST_0086,PROD_019,15,494.6,2025-08-24,refunded
ORD_00455,CUST_0035,PROD_033,15,140.05,2026-04-20,completed
ORD_00456,CUST_0085,PROD_011,15,325.9,2025-06-11,pending
ORD_00457,CUST_0004,PROD_048,11,396.43,2026-03-05,pending
ORD_00458,CUST_0045,PROD_040,13,414.36,2025-08-27,cancelled
ORD_00459,CUST_0023,PROD_026,4,96.47,2025-12-21,pending
ORD_00460,CUST_0123,PROD_021,8,8.38,2026-01-02,refunded
ORD_00461,CUST_0061,PROD_029,9,477.25,2025-08-16,cancelled
ORD_00462,CUST_0150,PROD_047,19,10.66,2026-04-04,cancelled
ORD_00463,CUST_0178,PROD_016,2,335.55,2026-04-15,refunded
ORD_00464,CUST_0079,PROD_011,13,344.61,2025-05-09,cancelled
ORD_00465,CUST_0177,PROD_008,10,186.93,2026-04-27,pending
ORD_00466,CUST_0057,PROD_009,16,80.83,2025-10-14,cancelled
ORD_00467,CUST_0107,PROD_045,18,456.83,2025-09-06,pending
ORD_00468,CUST_0196,PROD_016,20,437.2,2026-01-10,completed
ORD_00469,CUST_0135,PROD_029,17,353.36,2025-08-02,completed
ORD_00470,CUST_0145,PROD_008,2,415.24,2025-05-08,pending
ORD_00471,CUST_0147,PROD_035,5,86.45,2025-08-22,refunded
ORD_00472,CUST_0030,PROD_044,7,359.87,2025-11-03,refunded
ORD_00473,CUST_0024,PROD_033,15,405.3,2025-06-12,refunded
ORD_00474,CUST_0034,PROD_033,14,231.12,2025-05-07,completed
ORD_00475,CUST_0144,PROD_030,10,363.02,2025-11-19,refunded
ORD_00476,CUST_0066,PROD_001,7,291.26,2026-05-02,completed
ORD_00477,CUST_0109,PROD_023,3,272.88,2025-08-27,completed
ORD_00478,CUST_0018,PROD_031,2,147.11,2025-05-15,pending
ORD_00479,CUST_0197,PROD_009,14,190.36,2026-03-10,refunded
ORD_00480,CUST_0115,PROD_025,13,44.72,2025-05-25,pending
ORD_00481,CUST_0168,PROD_023,4,93.34,2025-05-26,refunded
ORD_00482,CUST_0136,PROD_009,8,418.24,2025-12-29,completed
ORD_00483,CUST_0077,PROD_030,18,214.94,2025-07-20,refunded
ORD_00484,CUST_0059,PROD_016,15,176.35,2025-05-11,cancelled
ORD_00485,CUST_0049,PROD_047,4,20.95,2025-08-19,refunded
ORD_00486,CUST_0158,PROD_050,1,124.13,2025-07-05,completed
ORD_00487,CUST_0026,PROD_039,2,225.99,2026-02-03,completed
ORD_00488,CUST_0063,PROD_048,2,204.12,2025-08-24,pending
ORD_00489,CUST_0139,PROD_014,2,74.37,2026-01-09,cancelled
ORD_00490,CUST_0060,PROD_047,19,162.86,2025-12-29,cancelled
ORD_00491,CUST_0061,PROD_020,5,492.92,2025-11-30,pending
ORD_00492,CUST_0106,PROD_020,9,35.17,2025-11-06,pending
ORD_00493,CUST_0161,PROD_044,14,280.15,2025-12-12,completed
ORD_00494,CUST_0089,PROD_042,13,393.97,2025-10-07,cancelled
ORD_00495,CUST_0179,PROD_027,14,78.86,2026-04-19,refunded
ORD_00496,CUST_0048,PROD_049,18,239.39,2026-02-05,pending
ORD_00497,CUST_0077,PROD_046,5,403.86,2025-09-27,completed
ORD_00498,CUST_0144,PROD_027,14,280.86,2026-04-23,pending
ORD_00499,CUST_0100,PROD_016,9,105.65,2025-12-10,completed
ORD_00500,CUST_0116,PROD_024,3,270.14,2025-09-03,pending
ORD_00501,CUST_0014,PROD_018,13,338.47,2026-02-21,completed
ORD_00502,CUST_0019,PROD_013,19,363.53,2025-06-26,pending
ORD_00503,CUST_0123,PROD_014,11,155.08,2025-09-18,completed
ORD_00504,CUST_0055,PROD_013,4,374.71,2025-11-15,refunded
ORD_00505,CUST_0063,PROD_045,20,353.37,2025-09-21,refunded
ORD_00506,CUST_0062,PROD_036,11,388.88,2025-09-17,refunded
ORD_00507,CUST_0120,PROD_035,12,157.67,2025-09-04,cancelled
ORD_00508,CUST_0132,PROD_032,15,53.81,2025-11-03,refunded
ORD_00509,CUST_0195,PROD_021,7,188.5,2026-04-10,refunded
ORD_00510,CUST_0012,PROD_037,8,371.92,2026-04-12,completed
ORD_00511,CUST_0067,PROD_036,19,291.68,2025-06-17,refunded
ORD_00512,CUST_0076,PROD_010,7,168.28,2025-07-17,refunded
ORD_00513,CUST_0146,PROD_016,16,277.57,2025-09-20,cancelled
ORD_00514,CUST_0066,PROD_049,16,483.42,2025-06-22,refunded
ORD_00515,CUST_0118,PROD_011,12,88.79,2025-08-29,refunded
ORD_00516,CUST_0048,PROD_035,2,264.35,2026-02-15,completed
ORD_00517,CUST_0172,PROD_004,1,209.13,2026-01-13,pending
ORD_00518,CUST_0018,PROD_046,5,9.53,2025-11-18,refunded
ORD_00519,CUST_0096,PROD_004,20,320.68,2026-01-28,refunded
ORD_00520,CUST_0169,PROD_032,1,8.27,2025-12-08,refunded
ORD_00521,CUST_0004,PROD_002,17,362.49,2025-07-12,cancelled
ORD_00522,CUST_0005,PROD_033,14,404.05,2025-07-10,pending
ORD_00523,CUST_0028,PROD_007,17,78.7,2025-11-04,pending
ORD_00524,CUST_0159,PROD_034,9,408.53,2025-06-21,cancelled
ORD_00525,CUST_0102,PROD_006,12,479.85,2026-01-21,refunded
ORD_00526,CUST_0145,PROD_016,8,153.49,2025-06-08,completed
ORD_00527,CUST_0168,PROD_042,2,51.28,2025-05-18,refunded
ORD_00528,CUST_0097,PROD_036,16,32.78,2026-05-03,completed
ORD_00529,CUST_0180,PROD_011,3,252.43,2025-07-24,refunded
ORD_00530,CUST_0166,PROD_022,19,488.78,2025-05-04,completed
ORD_00531,CUST_0136,PROD_003,8,109.65,2026-03-10,refunded
ORD_00532,CUST_0070,PROD_003,3,343.79,2025-06-09,cancelled
ORD_00533,CUST_0140,PROD_037,2,93.78,2026-02-01,cancelled
ORD_00534,CUST_0005,PROD_014,19,76.37,2025-12-06,refunded
ORD_00535,CUST_0020,PROD_020,6,284.16,2025-06-21,refunded
ORD_00536,CUST_0174,PROD_035,11,195.0,2026-02-20,pending
ORD_00537,CUST_0177,PROD_047,3,252.89,2025-10-31,cancelled
ORD_00538,CUST_0014,PROD_007,14,119.91,2026-03-07,completed
ORD_00539,CUST_0088,PROD_039,20,477.65,2025-12-10,refunded
ORD_00540,CUST_0199,PROD_021,1,318.89,2025-10-13,refunded
ORD_00541,CUST_0126,PROD_015,12,278.75,2026-01-12,refunded
ORD_00542,CUST_0111,PROD_012,19,332.03,2025-11-06,completed
ORD_00543,CUST_0198,PROD_040,10,400.04,2025-09-24,completed
ORD_00544,CUST_0022,PROD_018,5,193.1,2025-05-18,pending
ORD_00545,CUST_0190,PROD_025,11,183.55,2025-06-10,completed
ORD_00546,CUST_0002,PROD_020,15,183.16,2026-03-28,cancelled
ORD_00547,CUST_0027,PROD_009,3,97.76,2026-04-20,refunded
ORD_00548,CUST_0143,PROD_036,17,206.98,2025-07-01,completed
ORD_00549,CUST_0023,PROD_023,18,51.07,2025-07-14,cancelled
ORD_00550,CUST_0099,PROD_001,10,209.84,2026-02-23,completed
ORD_00551,CUST_0186,PROD_036,8,288.12,2025-07-06,pending
ORD_00552,CUST_0176,PROD_025,6,73.73,2025-09-25,cancelled
ORD_00553,CUST_0069,PROD_032,5,36.32,2025-06-10,refunded
ORD_00554,CUST_0071,PROD_027,10,244.69,2026-04-24,completed
ORD_00555,CUST_0093,PROD_017,8,361.85,2026-03-25,refunded
ORD_00556,CUST_0153,PROD_040,7,231.64,2025-05-28,pending
ORD_00557,CUST_0078,PROD_001,13,169.45,2025-10-15,refunded
ORD_00558,CUST_0085,PROD_029,11,218.16,2025-05-04,pending
ORD_00559,CUST_0077,PROD_021,20,473.9,2025-11-30,pending
ORD_00560,CUST_0123,PROD_021,6,482.46,2026-02-27,cancelled
ORD_00561,CUST_0075,PROD_048,16,484.04,2025-05-21,pending
ORD_00562,CUST_0084,PROD_025,9,409.16,2026-04-28,refunded
ORD_00563,CUST_0094,PROD_008,19,103.9,2025-07-11,pending
ORD_00564,CUST_0175,PROD_050,18,18.32,2025-05-14,refunded
ORD_00565,CUST_0182,PROD_014,15,399.85,2026-03-10,completed
ORD_00566,CUST_0105,PROD_044,16,73.89,2025-05-22,cancelled
ORD_00567,CUST_0062,PROD_017,5,359.04,2025-08-08,refunded
ORD_00568,CUST_0019,PROD_029,20,242.22,2026-01-30,refunded
ORD_00569,CUST_0137,PROD_033,14,274.1,2026-01-28,cancelled
ORD_00570,CUST_0180,PROD_035,20,320.9,2025-07-03,completed
ORD_00571,CUST_0028,PROD_050,8,330.51,2025-07-24,cancelled
ORD_00572,CUST_0043,PROD_042,20,26.93,2025-05-14,refunded
ORD_00573,CUST_0193,PROD_022,14,57.44,2025-10-29,completed
ORD_00574,CUST_0067,PROD_015,17,374.69,2025-10-12,pending
ORD_00575,CUST_0115,PROD_024,13,234.22,2025-05-05,pending
ORD_00576,CUST_0089,PROD_002,16,56.75,2025-06-18,refunded
ORD_00577,CUST_0022,PROD_008,5,177.42,2025-06-17,cancelled
ORD_00578,CUST_0117,PROD_014,17,244.05,2025-08-20,refunded
ORD_00579,CUST_0025,PROD_029,15,162.86,2026-03-13,cancelled
ORD_00580,CUST_0012,PROD_046,4,16.18,2026-04-24,cancelled
ORD_00581,CUST_0166,PROD_007,6,465.31,2025-11-16,pending
ORD_00582,CUST_0133,PROD_012,18,84.27,2025-06-02,refunded
ORD_00583,CUST_0119,PROD_015,13,316.73,2025-05-10,pending
ORD_00584,CUST_0164,PROD_043,14,200.81,2025-08-24,pending
ORD_00585,CUST_0116,PROD_038,14,197.47,2025-10-17,pending
ORD_00586,CUST_0053,PROD_018,3,290.79,2026-01-12,pending
ORD_00587,CUST_0094,PROD_021,7,231.49,2026-04-19,cancelled
ORD_00588,CUST_0172,PROD_032,17,483.13,2025-07-11,cancelled
ORD_00589,CUST_0153,PROD_025,20,199.31,2026-04-06,completed
ORD_00590,CUST_0090,PROD_023,15,310.59,2026-01-18,cancelled
ORD_00591,CUST_0158,PROD_038,3,337.69,2026-01-28,cancelled
ORD_00592,CUST_0031,PROD_016,10,62.89,2026-01-11,cancelled
ORD_00593,CUST_0178,PROD_010,17,197.29,2025-05-03,pending
ORD_00594,CUST_0148,PROD_025,14,96.95,2025-06-29,pending
ORD_00595,CUST_0143,PROD_011,16,147.97,2026-04-08,pending
ORD_00596,CUST_0081,PROD_029,20,31.54,2025-07-15,cancelled
ORD_00597,CUST_0003,PROD_032,5,101.59,2025-06-19,refunded
ORD_00598,CUST_0144,PROD_033,16,207.52,2025-11-20,refunded
ORD_00599,CUST_0107,PROD_046,15,246.91,2026-03-04,completed
ORD_00600,CUST_0145,PROD_002,8,149.58,2026-03-27,cancelled
ORD_00601,CUST_0058,PROD_035,10,88.26,2026-03-21,refunded
ORD_00602,CUST_0145,PROD_048,16,277.11,2026-05-02,completed
ORD_00603,CUST_0147,PROD_008,9,388.68,2025-10-22,cancelled
ORD_00604,CUST_0139,PROD_049,2,381.2,2026-03-04,refunded
ORD_00605,CUST_0140,PROD_014,14,55.7,2026-04-01,pending
ORD_00606,CUST_0077,PROD_003,15,135.09,2025-09-01,completed
ORD_00607,CUST_0113,PROD_008,8,108.89,2025-06-18,cancelled
ORD_00608,CUST_0182,PROD_040,14,87.16,2026-01-07,pending
ORD_00609,CUST_0053,PROD_014,2,287.19,2025-07-23,cancelled
ORD_00610,CUST_0153,PROD_035,6,165.21,2026-04-03,cancelled
ORD_00611,CUST_0075,PROD_037,9,476.44,2026-03-02,completed
ORD_00612,CUST_0035,PROD_049,14,459.79,2025-06-11,cancelled
ORD_00613,CUST_0168,PROD_009,5,128.59,2025-06-01,cancelled
ORD_00614,CUST_0064,PROD_049,13,247.28,2026-03-08,cancelled
ORD_00615,CUST_0161,PROD_027,13,228.74,2026-03-28,completed
ORD_00616,CUST_0104,PROD_033,9,348.88,2025-11-20,cancelled
ORD_00617,CUST_0117,PROD_032,11,293.07,2025-11-21,completed
ORD_00618,CUST_0188,PROD_030,12,425.8,2026-01-20,refunded
ORD_00619,CUST_0056,PROD_028,7,249.88,2025-07-02,cancelled
ORD_00620,CUST_0073,PROD_022,18,291.08,2026-04-26,refunded
ORD_00621,CUST_0088,PROD_044,2,27.74,2025-06-12,refunded
ORD_00622,CUST_0005,PROD_008,6,223.44,2025-08-04,completed
ORD_00623,CUST_0110,PROD_013,5,441.66,2026-02-08,cancelled
ORD_00624,CUST_0041,PROD_018,3,329.02,2025-12-17,cancelled
ORD_00625,CUST_0022,PROD_024,6,30.63,2025-08-08,cancelled
ORD_00626,CUST_0186,PROD_045,8,217.47,2025-06-26,completed
ORD_00627,CUST_0181,PROD_007,1,110.64,2025-12-21,completed
ORD_00628,CUST_0034,PROD_038,8,262.12,2025-10-23,refunded
ORD_00629,CUST_0003,PROD_001,11,409.47,2025-06-30,refunded
ORD_00630,CUST_0178,PROD_009,16,40.06,2025-07-18,refunded
ORD_00631,CUST_0023,PROD_047,4,56.08,2025-11-19,cancelled
ORD_00632,CUST_0077,PROD_009,13,387.86,2025-08-31,pending
ORD_00633,CUST_0165,PROD_044,5,38.86,2026-02-28,completed
ORD_00634,CUST_0157,PROD_042,6,222.85,2025-12-31,pending
ORD_00635,CUST_0161,PROD_048,5,460.35,2025-09-25,refunded
ORD_00636,CUST_0056,PROD_006,4,74.31,2026-01-02,completed
ORD_00637,CUST_0151,PROD_047,13,179.01,2025-09-11,refunded
ORD_00638,CUST_0081,PROD_009,8,142.1,2026-02-03,completed
ORD_00639,CUST_0064,PROD_036,20,302.0,2025-06-05,cancelled
ORD_00640,CUST_0200,PROD_045,1,424.71,2026-04-08,cancelled
ORD_00641,CUST_0053,PROD_034,20,257.21,2025-06-05,refunded
ORD_00642,CUST_0076,PROD_042,2,392.98,2025-08-14,pending
ORD_00643,CUST_0127,PROD_025,4,124.34,2025-08-20,completed
ORD_00644,CUST_0136,PROD_001,12,467.29,2025-09-24,pending
ORD_00645,CUST_0100,PROD_037,14,185.88,2025-07-28,pending
ORD_00646,CUST_0196,PROD_031,3,13.26,2026-02-13,completed
ORD_00647,CUST_0004,PROD_017,7,24.71,2026-04-03,completed
ORD_00648,CUST_0102,PROD_033,10,316.14,2026-04-30,refunded
ORD_00649,CUST_0109,PROD_045,13,45.8,2026-02-03,pending
ORD_00650,CUST_0072,PROD_006,10,44.12,2025-10-30,pending
ORD_00651,CUST_0040,PROD_035,11,198.41,2025-12-03,completed
ORD_00652,CUST_0080,PROD_045,14,366.33,2026-01-29,pending
ORD_00653,CUST_0015,PROD_016,3,462.69,2026-01-31,completed
ORD_00654,CUST_0117,PROD_040,20,32.24,2025-12-03,pending
ORD_00655,CUST_0031,PROD_001,5,352.24,2025-12-13,pending
ORD_00656,CUST_0128,PROD_023,17,261.03,2026-02-16,cancelled
ORD_00657,CUST_0043,PROD_024,5,376.14,2026-03-21,cancelled
ORD_00658,CUST_0188,PROD_008,1,170.83,2025-09-01,refunded
ORD_00659,CUST_0070,PROD_034,3,135.16,2025-08-16,completed
ORD_00660,CUST_0128,PROD_030,17,183.26,2025-12-17,refunded
ORD_00661,CUST_0146,PROD_011,12,82.87,2025-11-08,completed
ORD_00662,CUST_0147,PROD_044,4,118.06,2026-05-01,completed
ORD_00663,CUST_0012,PROD_001,8,27.76,2026-03-25,cancelled
ORD_00664,CUST_0099,PROD_010,6,465.92,2025-09-01,completed
ORD_00665,CUST_0142,PROD_046,14,116.14,2026-03-20,pending
ORD_00666,CUST_0107,PROD_047,11,139.27,2026-01-16,completed
ORD_00667,CUST_0147,PROD_024,4,253.51,2025-11-24,completed
ORD_00668,CUST_0046,PROD_015,17,490.8,2025-09-15,refunded
ORD_00669,CUST_0018,PROD_030,10,387.9,2025-08-11,cancelled
ORD_00670,CUST_0084,PROD_006,18,231.09,2026-03-23,cancelled
ORD_00671,CUST_0052,PROD_019,19,393.33,2025-08-19,pending
ORD_00672,CUST_0119,PROD_024,19,486.07,2025-07-11,pending
ORD_00673,CUST_0188,PROD_035,8,79.53,2026-03-27,refunded
ORD_00674,CUST_0007,PROD_015,18,176.48,2025-07-01,completed
ORD_00675,CUST_0086,PROD_001,13,425.26,2025-05-10,cancelled
ORD_00676,CUST_0027,PROD_014,17,491.64,2025-09-03,refunded
ORD_00677,CUST_0126,PROD_004,5,357.27,2026-04-17,completed
ORD_00678,CUST_0012,PROD_015,17,209.46,2025-05-20,cancelled
ORD_00679,CUST_0118,PROD_048,3,292.48,2025-07-21,pending
ORD_00680,CUST_0164,PROD_026,3,297.99,2025-11-03,completed
ORD_00681,CUST_0112,PROD_043,5,122.2,2026-04-13,cancelled
ORD_00682,CUST_0081,PROD_026,11,162.44,2025-05-06,cancelled
ORD_00683,CUST_0060,PROD_005,7,72.38,2026-05-03,completed
ORD_00684,CUST_0040,PROD_007,6,227.54,2026-04-10,cancelled
ORD_00685,CUST_0105,PROD_008,18,182.35,2026-03-01,pending
ORD_00686,CUST_0116,PROD_020,15,136.18,2025-12-09,completed
ORD_00687,CUST_0024,PROD_011,10,414.06,2025-10-17,completed
ORD_00688,CUST_0056,PROD_021,5,50.15,2025-06-29,pending
ORD_00689,CUST_0092,PROD_026,17,29.23,2025-06-21,cancelled
ORD_00690,CUST_0067,PROD_012,1,476.29,2026-04-20,refunded
ORD_00691,CUST_0143,PROD_048,18,128.68,2025-12-05,refunded
ORD_00692,CUST_0027,PROD_009,4,10.92,2026-04-28,pending
ORD_00693,CUST_0034,PROD_013,13,189.26,2025-09-15,completed
ORD_00694,CUST_0150,PROD_038,9,459.13,2025-10-10,completed
ORD_00695,CUST_0006,PROD_005,7,451.74,2025-12-06,refunded
ORD_00696,CUST_0033,PROD_006,11,65.65,2025-08-22,refunded
ORD_00697,CUST_0013,PROD_011,19,219.41,2025-08-31,refunded
ORD_00698,CUST_0128,PROD_002,13,343.19,2025-09-05,pending
ORD_00699,CUST_0091,PROD_014,6,141.12,2025-11-09,refunded
ORD_00700,CUST_0039,PROD_003,20,311.49,2026-02-10,pending
ORD_00701,CUST_0166,PROD_019,16,208.94,2025-11-14,refunded
ORD_00702,CUST_0016,PROD_006,9,194.59,2026-03-17,refunded
ORD_00703,CUST_0052,PROD_042,17,128.33,2026-03-25,completed
ORD_00704,CUST_0098,PROD_046,12,242.44,2025-05-21,refunded
ORD_00705,CUST_0089,PROD_037,17,164.19,2025-10-08,cancelled
ORD_00706,CUST_0047,PROD_002,11,300.57,2026-04-27,completed
ORD_00707,CUST_0200,PROD_018,2,405.28,2026-01-12,refunded
ORD_00708,CUST_0136,PROD_023,19,499.8,2026-02-01,pending
ORD_00709,CUST_0026,PROD_016,8,136.93,2025-07-14,completed
ORD_00710,CUST_0196,PROD_015,19,424.02,2025-12-18,refunded
ORD_00711,CUST_0091,PROD_012,6,122.09,2026-03-29,cancelled
ORD_00712,CUST_0189,PROD_045,12,457.42,2026-04-19,completed
ORD_00713,CUST_0181,PROD_045,12,474.04,2025-10-16,pending
ORD_00714,CUST_0145,PROD_013,16,273.35,2026-05-01,pending
ORD_00715,CUST_0126,PROD_003,3,32.8,2025-09-18,pending
ORD_00716,CUST_0006,PROD_034,16,5.34,2025-05-27,pending
ORD_00717,CUST_0034,PROD_022,6,459.8,2025-07-18,cancelled
ORD_00718,CUST_0016,PROD_002,5,295.37,2025-07-12,pending
ORD_00719,CUST_0199,PROD_008,17,431.03,2026-01-18,completed
ORD_00720,CUST_0096,PROD_046,13,295.08,2025-05-05,cancelled
ORD_00721,CUST_0078,PROD_021,5,488.05,2026-03-30,refunded
ORD_00722,CUST_0164,PROD_032,11,91.23,2026-04-23,cancelled
ORD_00723,CUST_0058,PROD_043,19,408.15,2026-02-08,refunded
ORD_00724,CUST_0079,PROD_047,10,68.04,2026-03-04,completed
ORD_00725,CUST_0180,PROD_037,13,426.12,2025-10-18,completed
ORD_00726,CUST_0047,PROD_039,11,460.91,2025-11-08,pending
ORD_00727,CUST_0164,PROD_037,4,468.66,2025-06-14,pending
ORD_00728,CUST_0085,PROD_048,3,122.81,2025-07-07,cancelled
ORD_00729,CUST_0043,PROD_041,3,411.72,2025-11-27,cancelled
ORD_00730,CUST_0115,PROD_001,9,108.79,2026-01-23,completed
ORD_00731,CUST_0090,PROD_017,4,361.6,2025-08-15,completed
ORD_00732,CUST_0099,PROD_029,14,484.71,2026-01-02,refunded
ORD_00733,CUST_0127,PROD_025,12,275.28,2026-05-03,completed
ORD_00734,CUST_0123,PROD_037,8,85.51,2026-04-21,completed
ORD_00735,CUST_0009,PROD_019,1,162.76,2025-10-24,completed
ORD_00736,CUST_0019,PROD_022,6,444.53,2025-10-24,pending
ORD_00737,CUST_0188,PROD_005,18,471.21,2026-03-04,completed
ORD_00738,CUST_0087,PROD_039,20,447.15,2025-09-20,completed
ORD_00739,CUST_0111,PROD_042,6,305.62,2025-06-05,refunded
ORD_00740,CUST_0041,PROD_004,4,168.89,2026-04-05,pending
ORD_00741,CUST_0105,PROD_045,18,362.41,2025-09-16,cancelled
ORD_00742,CUST_0170,PROD_019,10,122.59,2025-05-17,completed
ORD_00743,CUST_0101,PROD_037,18,420.73,2025-09-23,pending
ORD_00744,CUST_0014,PROD_024,1,216.66,2025-07-19,cancelled
ORD_00745,CUST_0170,PROD_041,20,242.76,2025-11-21,completed
ORD_00746,CUST_0007,PROD_014,6,320.9,2025-10-22,completed
ORD_00747,CUST_0122,PROD_008,10,393.51,2026-02-07,refunded
ORD_00748,CUST_0126,PROD_043,9,50.11,2025-07-18,refunded
ORD_00749,CUST_0048,PROD_024,13,187.85,2025-10-26,refunded
ORD_00750,CUST_0012,PROD_017,15,235.2,2025-06-26,pending
ORD_00751,CUST_0069,PROD_037,2,79.81,2026-03-21,completed
ORD_00752,CUST_0022,PROD_043,12,405.05,2025-10-08,refunded
ORD_00753,CUST_0194,PROD_038,8,279.03,2026-04-23,refunded
ORD_00754,CUST_0134,PROD_027,18,345.1,2025-07-20,refunded
ORD_00755,CUST_0147,PROD_016,16,152.93,2026-04-01,refunded
ORD_00756,CUST_0183,PROD_003,17,287.75,2025-07-21,pending
ORD_00757,CUST_0031,PROD_049,15,90.58,2025-07-07,pending
ORD_00758,CUST_0055,PROD_013,5,26.12,2025-07-25,completed
ORD_00759,CUST_0175,PROD_028,7,498.65,2025-06-28,pending
